mass,tof (us),Combined
0,0.1504,6.16E-07
0,0.1506,4.11E-07
0,0.1508,4.11E-07
0,0.151,9.25E-07
0,0.1512,6.16E-07
0,0.1514,6.16E-07
0,0.1516,8.22E-07
0,0.1518,5.14E-07
0,0.152,9.25E-07
0,0.1522,1.03E-06
0,0.1524,2.05E-07
0,0.1526,3.08E-07
0,0.1528,7.19E-07
0,0.153,8.22E-07
0,0.1532,5.14E-07
0,0.1534,2.05E-07
0,0.1536,8.22E-07
0,0.1538,6.16E-07
0,0.154,6.16E-07
0,0.1542,6.16E-07
0,0.1544,5.14E-07
0,0.1546,5.14E-07
0,0.1548,4.11E-07
0,0.155,7.19E-07
0,0.1552,6.16E-07
0,0.1554,7.19E-07
0,0.1556,5.14E-07
0,0.1558,9.25E-07
0,0.156,3.08E-07
0,0.1562,8.22E-07
0,0.1564,3.08E-07
0,0.1566,9.25E-07
0,0.1568,3.08E-07
0,0.157,8.22E-07
0,0.1572,4.11E-07
0,0.1574,9.25E-07
0,0.1576,5.14E-07
0,0.1578,6.16E-07
0,0.158,6.16E-07
0,0.1582,7.19E-07
0,0.1584,6.16E-07
0,0.1586,4.11E-07
0,0.1588,1.13E-06
0,0.159,4.11E-07
0,0.1592,1.13E-06
0,0.1594,5.14E-07
0,0.1596,8.22E-07
0,0.1598,6.16E-07
0,0.16,7.19E-07
0,0.1602,8.22E-07
0,0.1604,1.13E-06
0,0.1606,3.08E-07
0,0.1608,9.25E-07
0,0.161,6.16E-07
0,0.1612,3.08E-07
0,0.1614,6.16E-07
0,0.1616,5.14E-07
0,0.1618,8.22E-07
0,0.162,5.14E-07
0,0.1622,7.19E-07
0,0.1624,6.16E-07
0,0.1626,2.05E-07
0,0.1628,5.14E-07
0,0.163,6.16E-07
0,0.1632,6.16E-07
0,0.1634,9.25E-07
0,0.1636,7.19E-07
0,0.1638,9.25E-07
0,0.164,8.22E-07
0,0.1642,9.25E-07
0,0.1644,7.19E-07
0,0.1646,4.11E-07
0,0.1648,8.22E-07
0,0.165,8.22E-07
0,0.1652,-3.28E-05
0,0.1654,1.13E-06
0,0.1656,9.25E-07
0,0.1658,5.14E-07
0,0.166,6.16E-07
0,0.1662,6.16E-07
0,0.1664,6.16E-07
0,0.1666,2.05E-07
0,0.1668,1.13E-06
0,0.167,6.16E-07
0,0.1672,1.23E-06
0,0.1674,9.25E-07
0,0.1676,1.13E-06
0,0.1678,2.05E-07
0,0.168,1.13E-06
0,0.1682,0.00E+00
0,0.1684,7.19E-07
0,0.1686,4.11E-07
0,0.1688,4.11E-07
0,0.169,5.14E-07
0,0.1692,6.16E-07
0,0.1694,3.08E-07
0,0.1696,5.14E-07
0,0.1698,7.19E-07
0,0.17,7.19E-07
0,0.1702,5.14E-07
0,0.1704,8.22E-07
0,0.1706,6.16E-07
0,0.1708,1.23E-06
0,0.171,6.16E-07
0,0.1712,6.16E-07
0,0.1714,7.19E-07
0,0.1716,9.25E-07
0,0.1718,9.25E-07
0,0.172,8.22E-07
0,0.1722,3.08E-07
0,0.1724,1.03E-06
0,0.1726,7.19E-07
0,0.1728,5.14E-07
0,0.173,5.14E-07
0,0.1732,8.22E-07
0,0.1734,7.19E-07
0,0.1736,1.03E-06
0,0.1738,9.25E-07
0,0.174,4.11E-07
0,0.1742,7.19E-07
0,0.1744,7.19E-07
0,0.1746,1.13E-06
0,0.1748,4.11E-07
0,0.175,6.16E-07
0,0.1752,1.03E-06
0,0.1754,8.22E-07
0,0.1756,6.16E-07
0,0.1758,3.08E-07
0,0.176,5.14E-07
0,0.1762,1.44E-06
0,0.1764,3.08E-07
0,0.1766,6.16E-07
0,0.1768,1.03E-07
0,0.177,6.16E-07
0,0.1772,4.11E-07
0,0.1774,1.03E-06
0,0.1776,1.13E-06
0,0.1778,6.16E-07
0,0.178,5.14E-07
0,0.1782,6.16E-07
0,0.1784,5.14E-07
0,0.1786,7.19E-07
0,0.1788,-3.28E-05
0,0.179,9.25E-07
0,0.1792,0.00E+00
0,0.1794,9.25E-07
0,0.1796,6.16E-07
0,0.1798,9.25E-07
0,0.18,6.16E-07
0,0.1802,7.19E-07
0,0.1804,3.08E-07
0,0.1806,1.34E-06
0,0.1808,6.16E-07
0,0.181,6.16E-07
0,0.1812,8.22E-07
0,0.1814,9.25E-07
0,0.1816,5.14E-07
0,0.1818,8.22E-07
0,0.182,6.16E-07
0,0.1822,1.13E-06
0,0.1824,5.14E-07
0,0.1826,3.08E-07
0,0.1828,1.03E-06
0,0.183,6.16E-07
0,0.1832,4.11E-07
0,0.1834,6.16E-07
0,0.1836,8.22E-07
0,0.1838,1.13E-06
0,0.184,5.14E-07
0,0.1842,7.19E-07
0,0.1844,2.05E-07
0,0.1846,3.08E-07
0,0.1848,6.16E-07
0,0.185,5.14E-07
0,0.1852,7.19E-07
0,0.1854,6.16E-07
0,0.1856,1.03E-06
0,0.1858,9.25E-07
0,0.186,9.25E-07
0,0.1862,5.14E-07
0,0.1864,2.05E-07
0,0.1866,3.08E-07
0,0.1868,3.08E-07
0,0.187,8.22E-07
0,0.1872,7.19E-07
0,0.1874,5.14E-07
0,0.1876,6.16E-07
0,0.1878,4.11E-07
0,0.188,3.08E-07
0,0.1882,6.16E-07
0,0.1884,6.16E-07
0,0.1886,1.23E-06
0,0.1888,9.25E-07
0,0.189,2.05E-07
0,0.1892,5.14E-07
0,0.1894,2.05E-07
0,0.1896,5.14E-07
0,0.1898,5.14E-07
0,0.19,1.13E-06
0,0.1902,1.13E-06
0,0.1904,7.19E-07
0,0.1906,6.16E-07
0,0.1908,9.25E-07
0,0.191,1.13E-06
0,0.1912,6.16E-07
0,0.1914,8.22E-07
