mass,tof (us),Combined
0,0.156,7.83E-07
0,0.1562,0.00E+00
0,0.1564,0.00E+00
0,0.1566,3.92E-07
0,0.1568,1.17E-06
0,0.157,7.83E-07
0,0.1572,7.83E-07
0,0.1574,3.92E-07
0,0.1576,3.92E-07
0,0.1578,7.83E-07
0,0.158,7.83E-07
0,0.1582,3.92E-07
0,0.1584,1.17E-06
0,0.1586,7.83E-07
0,0.1588,3.92E-07
0,0.159,0.00E+00
0,0.1592,3.92E-07
0,0.1594,3.92E-07
0,0.1596,3.92E-07
0,0.1598,0.00E+00
0,0.16,3.92E-07
0,0.1602,0.00E+00
0,0.1604,3.92E-07
0,0.1606,0.00E+00
0,0.1608,3.92E-07
0,0.161,0.00E+00
0,0.1612,0.00E+00
0,0.1614,7.83E-07
0,0.1616,0.00E+00
0,0.1618,1.17E-06
0,0.162,7.83E-07
0,0.1622,0.00E+00
0,0.1624,7.83E-07
0,0.1626,0.00E+00
0,0.1628,0.00E+00
0,0.163,7.83E-07
0,0.1632,3.92E-07
0,0.1634,0.00E+00
0,0.1636,7.83E-07
0,0.1638,3.92E-07
0,0.164,3.92E-07
0,0.1642,0.00E+00
0,0.1644,3.92E-07
0,0.1646,3.92E-07
0,0.1648,0.00E+00
0,0.165,3.92E-07
0,0.1652,1.57E-06
0,0.1654,3.92E-07
0,0.1656,3.92E-07
0,0.1658,0.00E+00
0,0.166,3.92E-07
0,0.1662,1.17E-06
0,0.1664,3.92E-07
0,0.1666,7.83E-07
0,0.1668,0.00E+00
0,0.167,3.92E-07
0,0.1672,0.00E+00
0,0.1674,7.83E-07
0,0.1676,7.83E-07
0,0.1678,7.83E-07
0,0.168,3.92E-07
0,0.1682,0.00E+00
0,0.1684,3.92E-07
0,0.1686,7.83E-07
0,0.1688,3.92E-07
0,0.169,3.92E-07
0,0.1692,3.92E-07
0,0.1694,0.00E+00
0,0.1696,3.92E-07
0,0.1698,0.00E+00
0,0.17,0.00E+00
0,0.1702,3.92E-07
0,0.1704,0.00E+00
0,0.1706,7.83E-07
0,0.1708,0.00E+00
0,0.171,7.83E-07
0,0.1712,0.00E+00
0,0.1714,3.92E-07
0,0.1716,1.17E-06
0,0.1718,0.00E+00
0,0.172,3.92E-07
0,0.1722,3.92E-07
0,0.1724,0.00E+00
0,0.1726,0.00E+00
0,0.1728,3.92E-07
0,0.173,3.92E-07
0,0.1732,7.83E-07
0,0.1734,3.92E-07
0,0.1736,0.00E+00
0,0.1738,0.00E+00
0,0.174,3.92E-07
0,0.1742,0.00E+00
0,0.1744,1.17E-06
0,0.1746,7.83E-07
0,0.1748,0.00E+00
0,0.175,0.00E+00
0,0.1752,0.00E+00
0,0.1754,3.92E-07
0,0.1756,0.00E+00
0,0.1758,0.00E+00
0,0.176,1.17E-06
0,0.1762,3.92E-07
0,0.1764,0.00E+00
0,0.1766,3.92E-07
0,0.1768,3.92E-07
0,0.177,0.00E+00
0,0.1772,3.92E-07
0,0.1774,7.83E-07
0,0.1776,3.92E-07
0,0.1778,7.83E-07
0,0.178,3.92E-07
0,0.1782,7.83E-07
0,0.1784,3.92E-07
0,0.1786,7.83E-07
0,0.1788,0.00E+00
0,0.179,3.92E-07
0,0.1792,0.00E+00
0,0.1794,3.92E-07
0,0.1796,0.00E+00
0,0.1798,7.83E-07
0,0.18,0.00E+00
0,0.1802,3.92E-07
